ID,ORIG_FID,ORIG_LEN,fclass,name,lon,lat,LST,NDVI,GVI_Mean
250,2621,100.0,tertiary,Merpati Road,103.88296694,1.32749122,39.4040881566,0.315413145,0.268284912109375
251,2701,50.0,secondary,Kim Chuan Road,103.88721497,1.33999982,39.3662771745,0.398272337,
252,1489,50.0,secondary,Ubi Avenue 2,103.90053743,1.33056035,39.3373118809,0.383875979,0.3295721435546875
253,1273,50.0,primary,Airport Road,103.895384,1.33698525,39.3273846308,0.350919603,0.1333953857421875
254,75,50.0,tertiary,Merpati Road,103.88384081,1.32743351,39.326292038,0.498638155,0.36590698242187497
255,1821,100.0,residential,Tai Seng Avenue,103.88760895,1.34030895,39.3181750958,0.271407377,
256,812,50.0,residential,Playfair Road,103.88591031,1.33587514,39.3128392146,0.384027363,0.3933624267578125
257,668,50.0,primary,Bartley Road East,103.88572791,1.34076299,39.3084081922,0.335850684,0.0531591796875
258,688,50.0,primary,Airport Road,103.89560074,1.33698415,39.2581672668,0.435402563,0.38632324218749997
259,233,50.0,primary,Airport Road,103.8953396,1.33702958,39.2293135325,0.418409438,0.133519287109375
260,2469,50.0,residential,Jalan Chengkek,103.88463335,1.33132955,39.2047042847,0.223788328,0.1821722412109375
261,2680,50.0,residential, ,103.89627957,1.34153933,39.1999248158,0.404724171,0.2672418212890625
262,417,50.0,secondary,Ubi Avenue 2,103.89865861,1.32975414,39.1945131742,0.126944475,0.2529278564453125
263,2037,50.0,primary,Paya Lebar Road,103.88942002,1.33069234,39.1921750582,0.301782939,0.3321063232421875
264,261,100.0,residential,Pereira Road,103.88575202,1.33768232,39.1907672882,0.208278441,0.1892254638671875
265,1453,100.0,primary,Airport Road,103.89254348,1.33481983,39.1535794185,0.333862469,0.334222412109375
266,107,50.0,residential,MacTaggart Road,103.8838329,1.33438639,39.0722967784,0.355850185,0.32549560546875
267,2391,50.0,residential,Tai Seng Drive,103.8945092,1.3377354,39.0398735633,0.204168417,0.203673095703125
268,2438,50.0,residential,MacPherson Lane,103.88512542,1.33134947,39.000672267,0.566159906,0.3630078125
269,2621,50.0,tertiary,Merpati Road,103.88251852,1.32751904,38.9770393372,0.33618293,0.2370697021484375
270,1674,50.0,residential,Tai Seng Avenue,103.89316379,1.33659588,38.9704413781,0.237749906,0.193291015625
271,688,150.0,primary,Airport Road,103.89494539,1.33636576,38.9371158055,0.40993008,0.40876159667968753
272,1896,50.0,primary,Bartley Road East,103.88603592,1.34116633,38.9367117201,0.077347863,0.172041015625
273,111,50.0,residential,Jalan Chengkek,103.88443981,1.32998388,38.9355377784,0.150847064,0.0791497802734375
274,99,100.0,primary,Airport Road,103.892556,1.33499931,38.918200175,0.468162076,0.4499871826171875
275,1453,50.0,primary,Airport Road,103.89294604,1.33502062,38.8513506376,0.294241307,0.19619384765625
276,1484,50.0,secondary,Bartley Road East,103.895906,1.34154482,38.8438321894,0.278416885,0.231484375
277,2634,50.0,residential,Jalan Melor,103.88476983,1.33181357,38.8260443551,0.299104728,0.3200408935546875
278,714,200.0,primary,Upper Paya Lebar Road,103.8878425,1.33661044,38.7914907015,0.468531701,0.5492144775390625
279,1967,100.0,residential,Ubi Road 4,103.8996211,1.33114031,38.7881402236,0.238847442,0.32109863281249995
280,2469,100.0,residential,Jalan Chengkek,103.8846669,1.33177782,38.7783426138,0.290356697,0.29255310058593753
281,661,50.0,tertiary,Merpati Road,103.88541188,1.3274832,38.7323919443,0.254497959,0.2032318115234375
282,2173,50.0,primary,Upper Paya Lebar Road,103.88507768,1.34095727,38.6940803528,0.13902733,0.08840393066406249
283,1037,50.0,primary,Upper Paya Lebar Underpass,103.8850675,1.34078182,38.6743589129,0.1436683,0.08585205078125001
284,337,50.0,residential,MacPherson Lane,103.88520814,1.33190508,38.5764113835,0.385132535,0.327921142578125
285,1917,50.0,residential,Tai Seng Avenue,103.88939334,1.33826197,38.5723675319,0.336774504,0.260230712890625
286,186,150.0,primary,Upper Paya Lebar Road,103.88810207,1.33573276,38.5715185312,0.154577721,0.14777465820312502
287,1038,50.0,primary,Paya Lebar Road,103.88996195,1.32782521,38.4740330832,0.379780481,0.356947021484375
288,137,50.0,primary,Bartley Road East,103.88559663,1.34104746,38.3965154795,0.16317039,0.3912939453125
289,1967,50.0,residential,Ubi Road 4,103.9000325,1.33131954,38.3884471013,0.324996099,0.39490905761718753
290,107,100.0,residential,MacTaggart Road,103.88344716,1.33415663,38.3666728338,0.247045403,0.2958544921875
291,233,100.0,primary,Airport Road,103.89566008,1.33734648,38.2362937927,0.346292306,0.21288085937499998
292,186,200.0,primary,Upper Paya Lebar Road,103.88791558,1.33614414,38.2186096736,0.190047631,0.1852423095703125
293,2297,50.0,primary,Airport Road,103.89449306,1.33601811,38.1899840037,0.256046788,0.21413024902343752
294,718,50.0,secondary,Airport Road,103.89644032,1.33788735,38.1880106245,0.276570019,0.2770074462890625
295,1923,50.0,residential,Irving Place,103.88632917,1.33601776,38.1532535553,0.303596549,0.37668640136718756
296,2114,50.0,primary,Paya Lebar Road,103.88946031,1.33121482,38.1529715402,0.370019782,0.36494750976562496
297,1273,100.0,primary,Airport Road,103.8957071,1.33729936,38.1472476079,0.345693004,0.3001513671875
298,1273,150.0,primary,Airport Road,103.89602833,1.33761549,38.1028848376,0.261053132,0.15270141601562498
299,36,100.0,residential,Tai Seng Avenue,103.88816379,1.33972821,38.0157533373,0.355726814,0.34894165039062497
300,99,150.0,primary,Airport Road,103.89294946,1.33521701,38.0135491111,0.435224845,0.4677569580078125
301,65,100.0,primary,Paya Lebar Road,103.89012342,1.3279857,37.9853955782,0.519649347,0.40472900390625
302,1330,50.0,tertiary,Ubi Avenue 1,103.90036031,1.32984835,37.9675190265,0.292677609,0.314210205078125
303,1821,50.0,residential,Tai Seng Avenue,103.88790336,1.33996738,37.925131162,0.421725613,0.4983245849609375
304,282,50.0,primary,Paya Lebar Road,103.8892568,1.33143207,37.8515706744,0.382635427,0.40920166015625
305,36,50.0,residential,Tai Seng Avenue,103.8878914,1.34008776,37.8204099215,0.403298435,0.49822021484375
306,714,250.0,primary,Upper Paya Lebar Road,103.88803081,1.33619991,37.8039277395,0.312869318,0.4068951416015625
307,1984,150.0,secondary,Ubi Avenue 2,103.89893763,1.32974494,37.6326076801,0.202799515,0.26590026855468746
308,2370,100.0,primary,Paya Lebar Road,103.8897948,1.32878237,37.5008776983,0.239918165,0.2671343994140625
309,197,50.0,tertiary,Circuit Road,103.88772879,1.32750262,37.472857884,0.433240187,0.43614562988281247
310,1192,50.0,tertiary,Circuit Road,103.88555729,1.32802879,37.2244033813,0.475745661,0.4305950927734375
311,2370,150.0,primary,Paya Lebar Road,103.88971322,1.32922703,37.0854137127,0.535805136,0.424461669921875
312,1723,50.0,secondary,Ubi Avenue 2,103.89990092,1.33027834,37.0582401569,0.206081147,0.18804443359375
313,506,50.0,primary,Paya Lebar Road,103.88985292,1.32923137,36.9757123675,0.503849436,0.3502398681640625
314,65,50.0,primary,Paya Lebar Road,103.8900242,1.3284267,36.937084198,0.328084511,0.27627197265625003
315,2370,50.0,primary,Paya Lebar Road,103.88987306,1.3283371,36.8792667389,0.244421318,0.26115966796875
316,417,100.0,secondary,Ubi Avenue 2,103.89907369,1.32992716,36.6365796603,0.300072311,0.4455914306640625
317,1984,50.0,secondary,Ubi Avenue 2,103.8997684,1.33008954,36.4922301553,0.124389834,0.17441894531250002
318,1192,100.0,tertiary,Circuit Road,103.88564904,1.32847004,36.2074238459,0.246545533,0.16620056152343748
319,2410,100.0,tertiary,Circuit Road,103.88714509,1.32847685,36.0086284984,0.209378995,0.15917602539062503
320,1984,100.0,secondary,Ubi Avenue 2,103.89935302,1.32991724,35.9257712731,0.354786593,0.3781640625
321,2283,50.0,primary,Paya Lebar Road,103.88959358,1.32981604,35.8632442768,0.321643145,0.358740234375
322,1192,150.0,tertiary,Circuit Road,103.88592721,1.3288122,35.805934361,0.292588642,0.2572760009765625
323,2410,50.0,tertiary,Circuit Road,103.88683537,1.32880094,35.6621489892,0.231595655,0.22556884765625002
